ID,EDAD,CAMPANA,NRO_DIAS_CONTACTO,CONTACTOS_PREVIOS,TASA_VAR_EMP,IPC,ICC,INGRESO,MONTO_DEUDA,MONTO_TRANSAC,TIPO_CONTACTO_WOE,TRABAJO_WOE,ACEPTACION
18861,55,1,999,0,1.4,93.444,-36.1,1397.534814,13414.56895,1895.001613,-0.8208591392622184,-0.5306930434424036,0
18885,49,1,999,0,1.4,93.444,-36.1,1269.534814,14918.39613,4936.264921,0.3063626917533698,-0.045330690645941585,0
18899,57,1,999,0,1.4,93.444,-36.1,1457.534814,20430.91373,6851.675838,-0.8208591392622184,1.0029602792678307,0
18955,44,2,999,0,1.4,93.444,-36.1,1528.534814,16605.90024,7480.555223,0.3063626917533698,0.19287528550585503,0
18980,41,2,999,0,1.4,93.444,-36.1,1255.534814,29665.38364,3776.785119,0.3063626917533698,-0.045330690645941585,0
18931,57,1,999,0,1.4,93.444,-36.1,1327.534814,33285.3739,1669.62635,0.3063626917533698,0.19287528550585503,0
18931,57,1,999,0,1.4,93.444,-36.1,1478.534814,13856.8712,3652.587566,0.3063626917533698,0.19287528550585503,0
18963,37,2,999,0,1.4,93.444,-36.1,1469.534814,33523.84256,7142.879759,0.3063626917533698,-0.06306818212925193,0
18939,53,1,999,0,1.4,93.444,-36.1,1508.534814,14397.06887,3325.68161,0.3063626917533698,-0.5306930434424036,0
18829,43,1,999,0,1.4,93.444,-36.1,1510.534814,6478.159852,7906.675392,0.3063626917533698,0.19287528550585503,0
18848,49,1,999,0,1.4,93.444,-36.1,1382.534814,33309.92837,7799.850125,0.3063626917533698,-0.4407162365390601,0
18881,33,2,999,0,1.4,93.444,-36.1,1236.534814,29293.26203,5717.940336,0.3063626917533698,0.19287528550585503,0
18871,46,1,999,0,1.4,93.444,-36.1,1262.534814,30286.80702,8375.488343,0.3063626917533698,-0.17674915843225822,0
18959,32,1,999,0,1.4,93.444,-36.1,1496.534814,14832.95737,7660.849757,0.3063626917533698,-0.045330690645941585,0
18887,30,1,999,0,1.4,93.444,-36.1,1403.534814,31587.44783,2705.400924,0.3063626917533698,-0.045330690645941585,0
18887,30,1,999,0,1.4,93.444,-36.1,1389.534814,31057.94645,8276.718245,0.3063626917533698,-0.045330690645941585,0
18946,44,3,999,0,1.4,93.444,-36.1,1436.534814,31894.04925,1779.813611,0.3063626917533698,-0.5306930434424036,0
18894,34,1,999,0,1.4,93.444,-36.1,1518.534814,25576.34628,2066.576313,0.3063626917533698,-0.045330690645941585,0
18867,46,1,999,0,1.4,93.444,-36.1,1368.534814,13343.28003,4263.617592,0.3063626917533698,-0.045330690645941585,0
18962,47,2,999,0,1.4,93.444,-36.1,1249.534814,13865.75896,5228.648452,0.3063626917533698,-0.4407162365390601,0
18877,35,2,999,0,1.4,93.444,-36.1,1135.534814,11769.70693,7992.898059,0.3063626917533698,-0.045330690645941585,0
18945,54,1,999,0,1.4,93.444,-36.1,1511.534814,26300.79797,5091.325923,0.3063626917533698,-0.5306930434424036,0
18874,60,1,999,0,1.4,93.444,-36.1,1136.534814,30944.40381,1878.910334,0.3063626917533698,1.0029602792678307,0
18991,40,2,999,0,1.4,93.444,-36.1,1313.534814,12576.09966,1821.713772,0.3063626917533698,-0.3899483758768173,0
18969,60,3,999,0,1.4,93.444,-36.1,1477.534814,15415.48638,4444.132579,0.3063626917533698,1.0029602792678307,0
18845,36,1,999,0,1.4,93.444,-36.1,1515.534814,22915.92523,2503.903949,0.3063626917533698,0.19287528550585503,0
18823,48,1,999,0,1.4,93.444,-36.1,1226.534814,9475.521474,2570.60603,0.3063626917533698,-0.17674915843225822,0
18868,49,1,999,0,1.4,93.444,-36.1,1410.534814,23515.23406,7870.642314,0.3063626917533698,-0.045330690645941585,0
18830,43,1,999,0,1.4,93.444,-36.1,1271.534814,25108.32162,4180.176526,0.3063626917533698,0.19287528550585503,0
18830,43,1,999,0,1.4,93.444,-36.1,1498.534814,21996.39686,2811.884168,0.3063626917533698,0.19287528550585503,0
18862,55,1,999,0,1.4,93.444,-36.1,1177.534814,21931.8373,7567.584108,0.3063626917533698,-0.5306930434424036,0
18863,42,1,999,0,1.4,93.444,-36.1,1497.534814,23224.23789,5460.215766,0.3063626917533698,-0.045330690645941585,0
18960,32,1,999,0,1.4,93.444,-36.1,1490.534814,16895.97699,1867.032538,0.3063626917533698,-0.045330690645941585,0
18942,39,2,999,0,1.4,93.444,-36.1,1424.534814,21029.13011,5999.094824,0.3063626917533698,0.19287528550585503,0
18843,75,1,999,0,1.4,93.444,-36.1,1288.534814,21347.0219,7789.25515,0.3063626917533698,0.19287528550585503,0
18849,30,1,999,0,1.4,93.444,-36.1,1503.534814,9704.58185,2051.243557,0.3063626917533698,0.19287528550585503,0
18902,45,1,999,0,1.4,93.444,-36.1,1517.534814,22426.55394,8221.990617,0.3063626917533698,-0.5306930434424036,0
18826,34,1,999,0,1.4,93.444,-36.1,1493.534814,11995.14704,8109.545694,0.3063626917533698,-0.045330690645941585,0
18927,37,1,999,0,1.4,93.444,-36.1,1452.534814,8646.514728,4233.488417,0.3063626917533698,-0.06306818212925193,0
18927,37,1,999,0,1.4,93.444,-36.1,1455.534814,20090.24297,6022.605484,0.3063626917533698,-0.06306818212925193,0
18933,29,2,999,0,1.4,93.444,-36.1,1309.534814,7575.015096,7501.950872,0.3063626917533698,-0.045330690645941585,0
18916,41,2,999,0,1.4,93.444,-36.1,1373.534814,24651.98478,3103.739023,0.3063626917533698,0.19287528550585503,0
18909,57,2,999,0,1.4,93.444,-36.1,1132.534814,21289.1288,2835.55481,0.3063626917533698,0.19287528550585503,0
18873,35,2,999,0,1.4,93.444,-36.1,1329.534814,33375.828,6912.722257,0.3063626917533698,0.19287528550585503,0
18957,33,2,999,0,1.4,93.444,-36.1,1161.534814,26649.38247,2803.981865,0.3063626917533698,-0.045330690645941585,0
18875,60,1,999,0,1.4,93.444,-36.1,1522.534814,16111.47726,3636.81944,0.3063626917533698,1.0029602792678307,0
18905,57,1,999,0,1.4,93.444,-36.1,1422.534814,12960.02127,5148.6054,0.3063626917533698,1.0029602792678307,0
18988,34,2,999,0,1.4,93.444,-36.1,1404.534814,29813.35406,5742.141478,0.3063626917533698,0.19287528550585503,0
18940,56,2,999,0,1.4,93.444,-36.1,1333.534814,26138.85212,7019.699481,0.3063626917533698,0.19287528550585503,0
18947,41,3,999,0,1.4,93.444,-36.1,1210.534814,10075.64604,2827.460601,0.3063626917533698,-0.045330690645941585,0
18989,30,2,999,0,1.4,93.444,-36.1,1348.534814,31399.86208,6012.144001,0.3063626917533698,0.19287528550585503,0
18981,44,2,999,0,1.4,93.444,-36.1,1413.534814,28294.25139,7469.514089,0.3063626917533698,-0.4407162365390601,0
18961,58,3,999,0,1.4,93.444,-36.1,1504.534814,6991.118706,7446.93927,0.3063626917533698,-0.5306930434424036,0
18970,40,3,999,0,1.4,93.444,-36.1,1410.534814,31847.28533,7006.590266,0.3063626917533698,-0.045330690645941585,0
18970,40,3,999,0,1.4,93.444,-36.1,1521.534814,33634.23044,2169.948294,0.3063626917533698,-0.045330690645941585,0
18889,39,1,999,0,1.4,93.444,-36.1,1259.534814,33433.02217,4382.905052,0.3063626917533698,-0.045330690645941585,0
18884,32,1,999,0,1.4,93.444,-36.1,1267.534814,31699.03365,7441.290391,0.3063626917533698,0.19287528550585503,0
18832,44,1,999,0,1.4,93.444,-36.1,1416.534814,7065.2272,8409.791877,0.3063626917533698,0.19287528550585503,0
18832,44,1,999,0,1.4,93.444,-36.1,1529.534814,11659.25383,4740.621816,0.3063626917533698,0.19287528550585503,0
18986,45,3,999,0,1.4,93.444,-36.1,1526.534814,28674.60757,2664.554166,0.3063626917533698,0.2329290782426595,0
18880,47,1,999,0,1.4,93.444,-36.1,1520.534814,8083.764007,5350.78903,0.3063626917533698,-0.3899483758768173,0
18851,48,1,999,0,1.4,93.444,-36.1,1405.534814,23671.6993,3175.512922,0.3063626917533698,-0.5306930434424036,0
18833,50,1,999,0,1.4,93.444,-36.1,1526.534814,20813.43431,7937.5746,0.3063626917533698,-0.09003847518831645,0
18839,41,1,999,0,1.4,93.444,-36.1,1335.534814,29030.14587,2521.158364,0.3063626917533698,-0.045330690645941585,0
18952,49,1,999,0,1.4,93.444,-36.1,1318.534814,9840.687546,1602.404635,0.3063626917533698,0.19287528550585503,0
18897,41,1,999,0,1.4,93.444,-36.1,1286.534814,9138.725367,5175.190686,0.3063626917533698,0.19287528550585503,0
18850,30,1,999,0,1.4,93.444,-36.1,1285.534814,6800.64915,2479.353812,0.3063626917533698,0.19287528550585503,0
18886,31,1,999,0,1.4,93.444,-36.1,1390.534814,25582.41443,3101.780992,0.3063626917533698,0.19287528550585503,0
18951,58,2,999,0,1.4,93.444,-36.1,1141.534814,31673.4388,5742.51902,0.3063626917533698,1.0029602792678307,0
18984,48,3,999,0,1.4,93.444,-36.1,1253.534814,19979.44929,1667.177751,0.3063626917533698,-0.17674915843225822,0
18984,48,3,999,0,1.4,93.444,-36.1,1242.534814,31810.64924,2357.433863,0.3063626917533698,-0.17674915843225822,0
18937,41,2,999,0,1.4,93.444,-36.1,1140.534814,19801.61199,6805.692958,0.3063626917533698,0.19287528550585503,0
18866,56,1,999,0,1.4,93.444,-36.1,1409.534814,15707.63491,1673.562174,0.3063626917533698,1.0029602792678307,0
18831,45,1,999,0,1.4,93.444,-36.1,1426.534814,24359.27913,7792.919269,0.3063626917533698,-0.06306818212925193,0
18935,36,1,999,0,1.4,93.444,-36.1,1329.534814,25330.23753,2647.910294,0.3063626917533698,-0.045330690645941585,0
18864,58,2,999,0,1.4,93.444,-36.1,1465.534814,8461.205831,6480.221193,0.3063626917533698,1.0029602792678307,0
18890,48,1,999,0,1.4,93.444,-36.1,1231.534814,9124.25739,6980.587443,0.3063626917533698,0.19287528550585503,0
18890,48,1,999,0,1.4,93.444,-36.1,1498.534814,8422.953277,7382.104379,0.3063626917533698,0.19287528550585503,0
18949,58,2,999,0,1.4,93.444,-36.1,1438.534814,33051.73118,8252.629776,0.3063626917533698,-0.17674915843225822,0
18944,50,1,999,0,1.4,93.444,-36.1,1513.534814,23462.40632,1620.483418,0.3063626917533698,-0.5306930434424036,0
18972,35,4,999,0,1.4,93.444,-36.1,1518.534814,28608.40224,8340.277127,0.3063626917533698,0.19287528550585503,0
18938,44,2,999,0,1.4,93.444,-36.1,1161.534814,18400.78992,7263.16247,0.3063626917533698,-0.4407162365390601,0
18985,59,3,999,0,1.4,93.444,-36.1,1211.534814,30617.01443,3831.549707,0.3063626917533698,1.0029602792678307,0
18975,54,2,999,0,1.4,93.444,-36.1,1220.534814,16725.15333,4877.257228,0.3063626917533698,-0.045330690645941585,0
18968,60,2,999,0,1.4,93.444,-36.1,1321.534814,33212.52132,7502.694873,0.3063626917533698,1.0029602792678307,0
18882,35,1,999,0,1.4,93.444,-36.1,1441.534814,23650.41234,3431.51568,0.3063626917533698,-0.06306818212925193,0
18912,45,1,999,0,1.4,93.444,-36.1,1426.534814,22172.49025,2644.361731,0.3063626917533698,-0.045330690645941585,0
18950,44,2,999,0,1.4,93.444,-36.1,1329.534814,17251.49028,1846.565631,0.3063626917533698,-0.5306930434424036,0
18865,42,1,999,0,1.4,93.444,-36.1,1264.534814,17949.32845,2414.253588,0.3063626917533698,-0.045330690645941585,0
18982,58,4,999,0,1.4,93.444,-36.1,1509.534814,6578.341114,2817.005429,0.3063626917533698,1.0029602792678307,0
18992,45,2,999,0,1.4,93.444,-36.1,1326.534814,24378.95196,8071.380632,0.3063626917533698,-0.4407162365390601,0
18879,39,1,999,0,1.4,93.444,-36.1,1360.534814,11867.65281,2666.155727,0.3063626917533698,-0.17674915843225822,0
18919,46,1,999,0,1.4,93.444,-36.1,1193.534814,7067.140516,5517.661044,0.3063626917533698,-0.5306930434424036,0
18994,47,2,999,0,1.4,93.444,-36.1,1314.534814,12430.72341,5479.485375,0.3063626917533698,-0.045330690645941585,0
18983,60,2,999,0,1.4,93.444,-36.1,1200.534814,23786.57436,5823.287677,0.3063626917533698,1.0029602792678307,0
18911,34,1,999,0,1.4,93.444,-36.1,1411.534814,33651.95701,3638.764588,0.3063626917533698,0.19287528550585503,0
18906,46,2,999,0,1.4,93.444,-36.1,1463.534814,33120.51222,4493.624933,0.3063626917533698,-0.5306930434424036,0
18844,58,1,999,0,1.4,93.444,-36.1,1237.534814,25052.21142,6335.503664,0.3063626917533698,-0.5306930434424036,0
18908,47,1,999,0,1.4,93.444,-36.1,1202.534814,31075.87149,7715.437037,0.3063626917533698,-0.045330690645941585,0
18827,41,1,999,0,1.4,93.444,-36.1,1313.534814,32064.34664,7821.376975,0.3063626917533698,-0.045330690645941585,0
18976,48,2,999,0,1.4,93.444,-36.1,1315.534814,25216.28902,6914.921092,0.3063626917533698,-0.5306930434424036,0
18883,38,3,999,0,1.4,93.444,-36.1,1451.534814,6993.554102,7297.88312,0.3063626917533698,-0.045330690645941585,0
18852,53,1,999,0,1.4,93.444,-36.1,1419.534814,11146.73365,3899.27263,0.3063626917533698,-0.06306818212925193,0
18925,41,2,999,0,1.4,93.444,-36.1,1455.534814,12024.24105,3213.028257,0.3063626917533698,0.19287528550585503,0
18901,33,1,999,0,1.4,93.444,-36.1,1339.534814,13575.67836,8406.908902,0.3063626917533698,-0.045330690645941585,0
18974,33,2,999,0,1.4,93.444,-36.1,1283.534814,19577.47624,6261.300094,0.3063626917533698,-0.045330690645941585,0
18979,30,2,999,0,1.4,93.444,-36.1,1251.534814,9618.326356,3164.162835,0.3063626917533698,0.19287528550585503,0
18978,30,2,999,0,1.4,93.444,-36.1,1437.534814,20323.13405,4785.808293,0.3063626917533698,0.19287528550585503,0
18953,57,2,999,0,1.4,93.444,-36.1,1439.534814,14449.56512,7830.816884,0.3063626917533698,0.19287528550585503,0
18987,54,2,999,0,1.4,93.444,-36.1,1418.534814,13330.80594,7296.031489,-0.8208591392622184,-0.045330690645941585,1
18913,33,1,999,0,1.4,93.444,-36.1,1394.534814,33175.2735,8295.643437,0.3063626917533698,1.3151543994487527,1
18990,52,2,999,0,1.4,93.444,-36.1,1205.534814,6475.124491,6502.030854,0.3063626917533698,-0.06306818212925193,1
24021,35,1,999,0,-0.1,93.798,-40.4,1362.415856,10460.82047,5419.367545,-0.8208591392622184,-0.5306930434424036,0
18373,29,23,999,0,1.4,93.918,-42.7,1196.415856,31194.8861,8170.744615,0.3063626917533698,-0.045330690645941585,0
18716,41,3,999,0,1.4,93.918,-42.7,1242.415856,25639.76587,3656.557498,-0.8208591392622184,-0.5306930434424036,0
18719,41,3,999,0,1.4,93.918,-42.7,1445.415856,16552.9528,4078.553228,0.3063626917533698,-0.5306930434424036,0
18775,48,2,999,0,1.4,93.918,-42.7,1242.415856,14730.1139,7323.017958,0.3063626917533698,-0.045330690645941585,0
18782,28,8,999,0,1.4,93.918,-42.7,1470.415856,7956.948554,3372.927573,0.3063626917533698,-0.5306930434424036,0
18809,48,10,999,0,1.4,93.918,-42.7,1278.415856,26462.29083,5017.721151,0.3063626917533698,-0.045330690645941585,0
18783,39,12,999,0,1.4,93.918,-42.7,1270.415856,6433.797055,8248.089963,0.3063626917533698,-0.5306930434424036,0
18783,39,12,999,0,1.4,93.918,-42.7,1302.415856,29730.09299,6507.026458,0.3063626917533698,-0.5306930434424036,0
18721,49,2,999,0,1.4,93.918,-42.7,1313.415856,17109.27914,5683.291761,-0.8208591392622184,0.19287528550585503,0
18819,59,21,999,0,1.4,93.918,-42.7,1173.415856,30286.68574,2356.866828,0.3063626917533698,-0.17674915843225822,0
18688,34,8,999,0,1.4,93.918,-42.7,1454.415856,9780.51605,5509.964391,0.3063626917533698,-0.045330690645941585,0
18757,49,16,999,0,1.4,93.918,-42.7,1449.415856,10289.83306,2638.157682,0.3063626917533698,-0.06306818212925193,0
18760,25,27,999,0,1.4,93.918,-42.7,1272.415856,24826.62916,8189.018107,0.3063626917533698,0.19287528550585503,0
18650,45,7,999,0,1.4,93.918,-42.7,1462.415856,10679.48334,3555.0479,0.3063626917533698,0.19287528550585503,0
18667,54,5,999,0,1.4,93.918,-42.7,1403.415856,11774.38876,4180.365154,0.3063626917533698,0.19287528550585503,0
18667,54,5,999,0,1.4,93.918,-42.7,1406.415856,25056.55898,7268.723301,0.3063626917533698,0.19287528550585503,0
18699,30,18,999,0,1.4,93.918,-42.7,1481.415856,15227.27327,6674.667645,0.3063626917533698,0.19287528550585503,0
18751,31,17,999,0,1.4,93.918,-42.7,1234.415856,8036.743307,2050.33376,0.3063626917533698,-0.4407162365390601,0
18773,36,13,999,0,1.4,93.918,-42.7,1440.415856,21694.08339,6366.37842,-0.8208591392622184,0.19287528550585503,0
18773,36,13,999,0,1.4,93.918,-42.7,1478.415856,11220.66538,8189.246491,-0.8208591392622184,0.19287528550585503,0
18725,39,6,999,0,1.4,93.918,-42.7,1430.415856,15732.0702,7775.495972,0.3063626917533698,0.19287528550585503,0
18677,53,8,999,0,1.4,93.918,-42.7,1476.415856,9398.853119,6783.302576,0.3063626917533698,0.19287528550585503,0
18750,27,20,999,0,1.4,93.918,-42.7,1524.415856,30013.95698,7822.752482,0.3063626917533698,0.19287528550585503,0
18369,56,10,999,0,1.4,93.918,-42.7,1136.415856,24738.5904,7559.121317,0.3063626917533698,1.0029602792678307,0
18674,34,3,999,0,1.4,93.918,-42.7,1412.415856,15145.55253,4909.825378,0.3063626917533698,-0.045330690645941585,0
18353,35,5,999,0,1.4,93.918,-42.7,1349.415856,21115.23714,3809.957217,-0.8208591392622184,-0.09003847518831645,0
18372,36,16,999,0,1.4,93.918,-42.7,1496.415856,32807.50111,3649.002601,0.3063626917533698,-0.5306930434424036,0
18813,54,5,999,0,1.4,93.918,-42.7,1427.415856,10536.63474,4296.940431,-0.8208591392622184,-0.06306818212925193,0
18374,35,12,999,0,1.4,93.918,-42.7,1141.415856,28565.28102,7736.282791,0.3063626917533698,-0.045330690645941585,0
18810,48,5,999,0,1.4,93.918,-42.7,1385.415856,30923.33383,8240.856513,0.3063626917533698,-0.5306930434424036,0
18777,36,7,999,0,1.4,93.918,-42.7,1406.415856,9789.648847,5558.851079,0.3063626917533698,0.19287528550585503,0
18364,56,2,999,0,1.4,93.918,-42.7,1360.415856,8354.67349,8073.646664,0.3063626917533698,-0.045330690645941585,0
18343,28,10,999,0,1.4,93.918,-42.7,1161.415856,30765.53919,4831.066998,0.3063626917533698,0.19287528550585503,0
18644,18,16,999,0,1.4,93.918,-42.7,1530.415856,20453.94837,6715.692456,-0.8208591392622184,-0.5306930434424036,0
18812,36,6,999,0,1.4,93.918,-42.7,1387.415856,6431.784133,8032.23005,0.3063626917533698,-0.4407162365390601,0
18422,56,20,999,0,1.4,93.918,-42.7,1220.415856,19174.91927,2261.677975,0.3063626917533698,-0.3899483758768173,0
18686,25,28,999,0,1.4,93.918,-42.7,1509.415856,8332.370554,6211.630932,0.3063626917533698,0.19287528550585503,0
19562,33,1,999,0,1.4,93.444,-36.1,1257.415856,14299.45051,6058.455772,0.3063626917533698,-0.045330690645941585,0
18342,28,14,999,0,1.4,93.918,-42.7,1372.415856,11603.04102,1775.687046,0.3063626917533698,-0.4407162365390601,0
18342,28,14,999,0,1.4,93.918,-42.7,1464.415856,28315.9524,1606.323974,0.3063626917533698,-0.4407162365390601,0
18417,35,23,999,0,1.4,93.918,-42.7,1374.415856,27379.74637,1712.950816,0.3063626917533698,-0.045330690645941585,0
18471,31,1,999,0,1.4,93.918,-42.7,1157.415856,20020.68238,1841.864337,-0.8208591392622184,-0.3899483758768173,0
18685,31,35,999,0,1.4,93.918,-42.7,1265.415856,14019.04913,2549.663596,0.3063626917533698,-0.4407162365390601,0
18684,25,18,999,0,1.4,93.918,-42.7,1182.415856,22828.24302,4078.04863,0.3063626917533698,0.19287528550585503,0
18768,36,12,999,0,1.4,93.918,-42.7,1440.415856,7033.121994,3010.75929,0.3063626917533698,0.19287528550585503,0
18744,38,6,999,0,1.4,93.918,-42.7,1135.415856,20804.55673,8147.603755,0.3063626917533698,0.19287528550585503,0
18637,25,29,999,0,1.4,93.918,-42.7,1417.415856,25717.38081,7215.54488,0.3063626917533698,0.19287528550585503,0
18655,36,8,999,0,1.4,93.918,-42.7,1275.415856,24979.8608,5039.754705,-0.8208591392622184,0.19287528550585503,0
18755,36,40,999,0,1.4,93.918,-42.7,1289.415856,6905.414582,2835.243624,0.3063626917533698,0.19287528550585503,0
18451,18,1,999,0,1.4,93.918,-42.7,1161.415856,19412.32221,3990.51134,-0.8208591392622184,-0.5306930434424036,0
18807,35,10,999,0,1.4,93.918,-42.7,1467.415856,29196.7527,2222.845238,0.3063626917533698,0.19287528550585503,0
19637,47,1,999,0,1.4,93.444,-36.1,1438.415856,32524.17539,3546.752646,0.3063626917533698,-0.06306818212925193,0
19637,47,1,999,0,1.4,93.444,-36.1,1291.415856,19672.27999,6613.363096,0.3063626917533698,-0.06306818212925193,0
18653,54,27,999,0,1.4,93.918,-42.7,1399.415856,27078.83057,1644.395072,0.3063626917533698,0.19287528550585503,0
18340,56,20,999,0,1.4,93.918,-42.7,1240.415856,21005.03707,6139.097422,0.3063626917533698,-0.3899483758768173,0
18696,33,14,999,0,1.4,93.918,-42.7,1415.415856,18925.05808,6497.385647,0.3063626917533698,-0.5306930434424036,0
18718,40,35,999,0,1.4,93.918,-42.7,1246.415856,23732.37778,1777.22802,-0.8208591392622184,-0.4407162365390601,0
18661,48,2,999,0,1.4,93.918,-42.7,1240.415856,30078.79115,4004.748092,0.3063626917533698,-0.045330690645941585,0
19495,36,1,999,0,1.4,93.444,-36.1,1149.415856,19513.82408,3949.34857,0.3063626917533698,-0.045330690645941585,0
19495,36,1,999,0,1.4,93.444,-36.1,1385.415856,8728.324686,4380.24136,0.3063626917533698,-0.045330690645941585,0
18643,48,25,999,0,1.4,93.918,-42.7,1301.415856,10042.34303,2645.577703,0.3063626917533698,-0.5306930434424036,0
18493,56,1,999,0,1.4,93.918,-42.7,1242.415856,29305.18646,4175.10672,0.3063626917533698,-0.06306818212925193,0
18779,29,8,999,0,1.4,93.918,-42.7,1195.415856,6786.133105,7513.132799,0.3063626917533698,-0.09003847518831645,0
18459,32,22,999,0,1.4,93.918,-42.7,1353.415856,10319.74725,4728.471007,0.3063626917533698,0.19287528550585503,0
18657,39,5,999,0,1.4,93.918,-42.7,1377.415856,23234.98392,4319.240992,0.3063626917533698,-0.045330690645941585,0
18339,42,12,999,0,1.4,93.918,-42.7,1190.415856,23549.21379,8192.194547,-0.8208591392622184,0.19287528550585503,0
18743,49,13,999,0,1.4,93.918,-42.7,1475.415856,19812.52108,2849.185365,0.3063626917533698,0.19287528550585503,0
18804,34,13,999,0,1.4,93.918,-42.7,1202.415856,6846.090521,7803.631465,0.3063626917533698,-0.045330690645941585,0
19123,41,3,999,0,1.4,93.444,-36.1,1420.415856,23441.41971,8252.319324,0.3063626917533698,-0.045330690645941585,0
18470,25,16,999,0,1.4,93.918,-42.7,1231.415856,31358.05945,7470.20459,0.3063626917533698,-0.045330690645941585,0
18394,30,3,999,0,1.4,93.918,-42.7,1525.415856,27388.27138,7847.504354,0.3063626917533698,0.19287528550585503,0
